,Unnamed: 0,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Class
2333,3793,2008,1,4,5,1528.0,1445,2107.0,2040,WN,771,N759GS,219.0,235.0,201.0,27.0,43.0,LAX,MDW,1750,7.0,11.0,0,N,0,8.0,0.0,0.0,0.0,19.0,0
2334,3795,2008,1,4,5,636.0,625,1230.0,1220,WN,1930,N757LV,234.0,235.0,201.0,10.0,11.0,LAX,MDW,1750,17.0,16.0,0,N,0,,,,,,0
2335,3796,2008,1,4,5,1906.0,1755,41.0,2350,WN,3588,N464WN,215.0,235.0,194.0,51.0,71.0,LAX,MDW,1750,5.0,16.0,0,N,0,0.0,0.0,4.0,0.0,47.0,0
2336,3797,2008,1,4,5,1058.0,1000,1223.0,1115,WN,184,N455WN,85.0,75.0,67.0,68.0,58.0,LAX,OAK,337,5.0,13.0,0,N,0,0.0,0.0,10.0,0.0,58.0,0
2337,3798,2008,1,4,5,1930.0,1900,2049.0,2015,WN,303,N626SW,79.0,75.0,59.0,34.0,30.0,LAX,OAK,337,3.0,17.0,0,N,0,0.0,0.0,4.0,0.0,30.0,0
2338,3799,2008,1,4,5,915.0,900,1047.0,1015,WN,418,N487WN,92.0,75.0,72.0,32.0,15.0,LAX,OAK,337,4.0,16.0,0,N,0,15.0,0.0,17.0,0.0,0.0,0
2339,3800,2008,1,4,5,1417.0,1400,1538.0,1515,WN,420,N452WN,81.0,75.0,58.0,23.0,17.0,LAX,OAK,337,5.0,18.0,0,N,0,0.0,5.0,6.0,0.0,12.0,0
2340,3801,2008,1,4,5,1534.0,1500,1700.0,1615,WN,430,N465WN,86.0,75.0,57.0,45.0,34.0,LAX,OAK,337,12.0,17.0,0,N,0,16.0,0.0,11.0,0.0,18.0,0
2341,3802,2008,1,4,5,1737.0,1730,1911.0,1845,WN,440,N751SW,94.0,75.0,64.0,26.0,7.0,LAX,OAK,337,6.0,24.0,0,N,0,0.0,0.0,19.0,0.0,7.0,0
2342,3803,2008,1,4,5,2256.0,2100,11.0,2215,WN,724,N601WN,75.0,75.0,60.0,116.0,116.0,LAX,OAK,337,5.0,10.0,0,N,0,0.0,0.0,0.0,0.0,116.0,0
2343,3804,2008,1,4,5,1937.0,1930,2053.0,2045,WN,810,N339SW,76.0,75.0,59.0,8.0,7.0,LAX,OAK,337,4.0,13.0,0,N,0,,,,,,0
2344,3806,2008,1,4,5,1842.0,1830,1959.0,1945,WN,1026,N420WN,77.0,75.0,56.0,14.0,12.0,LAX,OAK,337,6.0,15.0,0,N,0,,,,,,0
2345,3807,2008,1,4,5,1456.0,1430,1633.0,1545,WN,1032,N477WN,97.0,75.0,57.0,48.0,26.0,LAX,OAK,337,21.0,19.0,0,N,0,0.0,0.0,22.0,0.0,26.0,0
2346,3808,2008,1,4,5,1724.0,1700,1845.0,1815,WN,1061,N212WN,81.0,75.0,60.0,30.0,24.0,LAX,OAK,337,5.0,16.0,0,N,0,0.0,0.0,6.0,0.0,24.0,0
2347,3809,2008,1,4,5,1725.0,1630,1859.0,1745,WN,1135,N675AA,94.0,75.0,61.0,74.0,55.0,LAX,OAK,337,4.0,29.0,0,N,0,0.0,0.0,27.0,0.0,47.0,0
2348,3811,2008,1,4,5,1610.0,1600,1759.0,1715,WN,1168,N631SW,109.0,75.0,61.0,44.0,10.0,LAX,OAK,337,28.0,20.0,0,N,0,0.0,0.0,34.0,0.0,10.0,0
2349,3812,2008,1,4,5,2057.0,2000,2229.0,2115,WN,1414,N689SW,92.0,75.0,60.0,74.0,57.0,LAX,OAK,337,4.0,28.0,0,N,0,0.0,0.0,17.0,0.0,57.0,0
2350,3813,2008,1,4,5,1350.0,1300,1516.0,1415,WN,1655,N347SW,86.0,75.0,57.0,61.0,50.0,LAX,OAK,337,7.0,22.0,0,N,0,0.0,0.0,49.0,0.0,12.0,0
2351,3816,2008,1,4,5,1223.0,1200,1343.0,1315,WN,3655,N730SW,80.0,75.0,58.0,28.0,23.0,LAX,OAK,337,6.0,16.0,0,N,0,0.0,0.0,5.0,0.0,23.0,0
2352,3818,2008,1,4,5,1626.0,1600,1851.0,1815,WN,90,N768SW,85.0,75.0,59.0,36.0,26.0,LAX,PHX,370,7.0,19.0,0,N,0,0.0,0.0,13.0,0.0,23.0,0
2353,3819,2008,1,4,5,1801.0,1725,2019.0,1940,WN,109,N766SW,78.0,75.0,54.0,39.0,36.0,LAX,PHX,370,8.0,16.0,0,N,0,16.0,0.0,3.0,0.0,20.0,0
2354,3823,2008,1,4,5,2046.0,1905,2306.0,2115,WN,386,N472WN,80.0,70.0,52.0,111.0,101.0,LAX,PHX,370,7.0,21.0,0,N,0,0.0,0.0,18.0,0.0,93.0,0
2355,3824,2008,1,4,5,1212.0,1150,1432.0,1405,WN,463,N611SW,80.0,75.0,52.0,27.0,22.0,LAX,PHX,370,5.0,23.0,0,N,0,12.0,0.0,5.0,0.0,10.0,0
2356,3826,2008,1,4,5,1550.0,1440,1810.0,1655,WN,746,N667SW,80.0,75.0,54.0,75.0,70.0,LAX,PHX,370,6.0,20.0,0,N,0,0.0,0.0,8.0,0.0,67.0,0
2357,3827,2008,1,4,5,1047.0,1005,1257.0,1220,WN,1058,N438WN,70.0,75.0,51.0,37.0,42.0,LAX,PHX,370,3.0,16.0,0,N,0,11.0,0.0,0.0,0.0,26.0,0
2358,3829,2008,1,4,5,1418.0,1335,1634.0,1550,WN,2015,N401WN,76.0,75.0,48.0,44.0,43.0,LAX,PHX,370,7.0,21.0,0,N,0,0.0,4.0,1.0,0.0,39.0,0
2359,3830,2008,1,4,5,642.0,635,914.0,850,WN,2452,N274WN,92.0,75.0,52.0,24.0,7.0,LAX,PHX,370,5.0,35.0,0,N,0,0.0,0.0,24.0,0.0,0.0,0
2360,3833,2008,1,4,5,1457.0,1400,1615.0,1520,WN,2360,N494WN,78.0,80.0,59.0,55.0,57.0,LAX,RNO,390,4.0,15.0,0,N,0,32.0,0.0,0.0,0.0,23.0,0
2361,3834,2008,1,4,5,1212.0,1150,1654.0,1635,WN,2624,N683SW,162.0,165.0,139.0,19.0,22.0,LAX,SAT,1210,2.0,21.0,0,N,0,4.0,0.0,0.0,0.0,15.0,0
2362,3837,2008,1,4,5,2144.0,1955,2327.0,2115,WN,593,N901WN,103.0,80.0,66.0,132.0,109.0,LAX,SFO,337,4.0,33.0,0,N,0,0.0,0.0,23.0,0.0,109.0,0
2363,3838,2008,1,4,5,1640.0,1620,1811.0,1740,WN,618,N901WN,91.0,80.0,72.0,31.0,20.0,LAX,SFO,337,6.0,13.0,0,N,0,0.0,0.0,14.0,0.0,17.0,0
2364,3839,2008,1,4,5,1941.0,1805,2111.0,1930,WN,646,N284WN,90.0,85.0,63.0,101.0,96.0,LAX,SFO,337,5.0,22.0,0,N,0,0.0,0.0,17.0,0.0,84.0,0
2365,3841,2008,1,4,5,1440.0,1050,1606.0,1210,WN,680,N284WN,86.0,80.0,59.0,236.0,230.0,LAX,SFO,337,6.0,21.0,0,N,0,0.0,202.0,6.0,0.0,28.0,0
2366,3843,2008,1,4,5,1622.0,1455,1742.0,1600,WN,173,N679AA,80.0,65.0,60.0,102.0,87.0,LAX,SJC,308,4.0,16.0,0,N,0,12.0,0.0,15.0,0.0,75.0,0
2367,3845,2008,1,4,5,2121.0,2000,2241.0,2105,WN,343,N674AA,80.0,65.0,59.0,96.0,81.0,LAX,SJC,308,4.0,17.0,0,N,0,0.0,0.0,16.0,0.0,80.0,0
2368,3847,2008,1,4,5,1205.0,1130,1331.0,1235,WN,769,N345SA,86.0,65.0,61.0,56.0,35.0,LAX,SJC,308,4.0,21.0,0,N,0,0.0,0.0,21.0,0.0,35.0,0
2369,3848,2008,1,4,5,2110.0,2035,2237.0,2140,WN,1113,N758SW,87.0,65.0,61.0,57.0,35.0,LAX,SJC,308,3.0,23.0,0,N,0,16.0,0.0,22.0,0.0,19.0,0
2370,3849,2008,1,4,5,1516.0,1425,1627.0,1530,WN,1609,N615SW,71.0,65.0,54.0,57.0,51.0,LAX,SJC,308,3.0,14.0,0,N,0,30.0,0.0,6.0,0.0,21.0,0
2371,3851,2008,1,4,5,1937.0,1825,2103.0,1930,WN,2359,N243WN,86.0,65.0,58.0,93.0,72.0,LAX,SJC,308,4.0,24.0,0,N,0,0.0,0.0,21.0,0.0,72.0,0
2372,3852,2008,1,4,5,2055.0,1930,2216.0,2035,WN,2528,N716SW,81.0,65.0,58.0,101.0,85.0,LAX,SJC,308,3.0,20.0,0,N,0,0.0,0.0,16.0,0.0,85.0,0
2373,3854,2008,1,4,5,1302.0,1240,1436.0,1350,WN,2820,N637SW,94.0,70.0,58.0,46.0,22.0,LAX,SJC,308,12.0,24.0,0,N,0,0.0,0.0,24.0,0.0,22.0,0
2374,3856,2008,1,4,5,1721.0,1700,1843.0,1805,WN,3149,N460WN,82.0,65.0,64.0,38.0,21.0,LAX,SJC,308,4.0,14.0,0,N,0,1.0,0.0,17.0,0.0,20.0,0
2375,3857,2008,1,4,5,1351.0,1330,1640.0,1615,WN,554,N310SW,109.0,105.0,81.0,25.0,21.0,LAX,SLC,590,3.0,25.0,0,N,0,11.0,0.0,4.0,0.0,10.0,0
2376,3858,2008,1,4,5,1114.0,1045,1355.0,1330,WN,963,N327SW,101.0,105.0,85.0,25.0,29.0,LAX,SLC,590,2.0,14.0,0,N,0,0.0,0.0,0.0,0.0,25.0,0
2377,3860,2008,1,4,5,2109.0,2010,2349.0,2255,WN,1485,N658SW,100.0,105.0,77.0,54.0,59.0,LAX,SLC,590,8.0,15.0,0,N,0,0.0,5.0,0.0,0.0,49.0,0
2378,3861,2008,1,4,5,1807.0,1650,2048.0,1935,WN,2899,N345SA,101.0,105.0,80.0,73.0,77.0,LAX,SLC,590,3.0,18.0,0,N,0,3.0,0.0,0.0,0.0,70.0,0
2379,3862,2008,1,4,5,1150.0,1100,1319.0,1220,WN,92,N796SW,89.0,80.0,69.0,59.0,50.0,LAX,SMF,373,5.0,15.0,0,N,0,15.0,0.0,9.0,0.0,35.0,0
2380,3863,2008,1,4,5,1016.0,810,1140.0,930,WN,337,N419WN,84.0,80.0,68.0,130.0,126.0,LAX,SMF,373,5.0,11.0,0,N,0,122.0,0.0,4.0,0.0,4.0,0
2381,3864,2008,1,4,5,2132.0,1910,2259.0,2025,WN,1015,N633SW,87.0,75.0,65.0,154.0,142.0,LAX,SMF,373,4.0,18.0,0,N,0,0.0,0.0,39.0,0.0,115.0,0
2382,3867,2008,1,4,5,2154.0,2125,2312.0,2245,WN,2437,N499WN,78.0,80.0,60.0,27.0,29.0,LAX,SMF,373,6.0,12.0,0,N,0,0.0,0.0,0.0,0.0,27.0,0
2383,3868,2008,1,4,5,1551.0,1505,1711.0,1620,WN,2720,N384SW,80.0,75.0,60.0,51.0,46.0,LAX,SMF,373,4.0,16.0,0,N,0,14.0,0.0,5.0,0.0,32.0,0
2384,3869,2008,1,4,5,1416.0,1350,1540.0,1510,WN,2985,N459WN,84.0,80.0,62.0,30.0,26.0,LAX,SMF,373,4.0,18.0,0,N,0,0.0,26.0,4.0,0.0,0.0,0
2385,3870,2008,1,4,5,1758.0,1715,1925.0,1830,WN,3155,N315SW,87.0,75.0,61.0,55.0,43.0,LAX,SMF,373,6.0,20.0,0,N,0,29.0,0.0,12.0,0.0,14.0,0
2386,3871,2008,1,4,5,2057.0,2035,2214.0,2155,WN,3584,N458WN,77.0,80.0,63.0,19.0,22.0,LAX,SMF,373,2.0,12.0,0,N,0,10.0,0.0,0.0,0.0,9.0,0
2387,3872,2008,1,4,5,1749.0,1655,2315.0,2225,WN,71,N682SW,206.0,210.0,182.0,50.0,54.0,LAX,STL,1593,3.0,21.0,0,N,0,14.0,0.0,0.0,0.0,36.0,0
2388,3873,2008,1,4,5,1427.0,1345,1645.0,1600,WN,75,N692SW,78.0,75.0,61.0,45.0,42.0,LAX,TUS,451,2.0,15.0,0,N,0,42.0,0.0,3.0,0.0,0.0,0
2389,3874,2008,1,4,5,1937.0,1850,2202.0,2105,WN,1044,N302SW,85.0,75.0,56.0,57.0,47.0,LAX,TUS,451,4.0,25.0,0,N,0,47.0,0.0,10.0,0.0,0.0,0
2390,3876,2008,1,4,5,1729.0,1655,1945.0,1910,WN,3048,N601WN,76.0,75.0,58.0,35.0,34.0,LAX,TUS,451,3.0,15.0,0,N,0,1.0,0.0,1.0,0.0,33.0,0
2391,3877,2008,1,4,5,1051.0,1040,1318.0,1300,WN,3831,N415WN,87.0,80.0,58.0,18.0,11.0,LAX,TUS,451,4.0,25.0,0,N,0,0.0,0.0,7.0,0.0,11.0,0
2392,3878,2008,1,4,5,2152.0,2040,26.0,2300,WN,3939,N320SW,94.0,80.0,58.0,86.0,72.0,LAX,TUS,451,4.0,32.0,0,N,0,0.0,0.0,14.0,0.0,72.0,0
2393,3879,2008,1,4,5,1922.0,1910,1923.0,1915,WN,160,N248WN,61.0,65.0,50.0,8.0,12.0,LBB,ABQ,289,3.0,8.0,0,N,0,,,,,,0
2394,3880,2008,1,4,5,1825.0,1745,1933.0,1850,WN,555,N333SW,68.0,65.0,46.0,43.0,40.0,LBB,AUS,341,4.0,18.0,0,N,0,0.0,0.0,3.0,0.0,40.0,0
2395,3888,2008,1,4,5,1621.0,1525,1721.0,1625,WN,2382,N485WN,60.0,60.0,50.0,56.0,56.0,LBB,DAL,293,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,56.0,0
2396,3894,2008,1,4,5,1521.0,1500,1620.0,1605,WN,41,N769SW,59.0,65.0,50.0,15.0,21.0,LIT,DAL,296,4.0,5.0,0,N,0,0.0,0.0,0.0,0.0,15.0,0
2397,3895,2008,1,4,5,1725.0,1705,1828.0,1810,WN,49,N647SW,63.0,65.0,55.0,18.0,20.0,LIT,DAL,296,2.0,6.0,0,N,0,6.0,0.0,0.0,0.0,12.0,0
2398,3900,2008,1,4,5,1425.0,1405,1542.0,1530,WN,231,N402WN,77.0,85.0,66.0,12.0,20.0,LIT,HOU,393,3.0,8.0,0,N,0,,,,,,0
2399,3902,2008,1,4,5,1043.0,1035,1214.0,1215,WN,8,N515SW,91.0,100.0,81.0,-1.0,8.0,LIT,MDW,544,5.0,5.0,0,N,0,,,,,,0
2400,3904,2008,1,4,5,1823.0,1815,1928.0,1920,WN,3168,N329SW,65.0,65.0,53.0,8.0,8.0,LIT,STL,296,4.0,8.0,0,N,0,,,,,,0
2401,3909,2008,1,4,5,1545.0,1535,1645.0,1635,WN,43,N673AA,60.0,60.0,51.0,10.0,10.0,MAF,DAL,319,3.0,6.0,0,N,0,,,,,,0
2402,3916,2008,1,4,5,1503.0,1450,1611.0,1605,WN,3828,N519SW,68.0,75.0,58.0,6.0,13.0,MAF,HOU,441,2.0,8.0,0,N,0,,,,,,0
2403,3917,2008,1,4,5,1834.0,1730,1856.0,1750,WN,317,N629SW,142.0,140.0,123.0,66.0,64.0,MAF,LAS,796,7.0,12.0,0,N,0,0.0,0.0,2.0,0.0,64.0,0
2404,3918,2008,1,4,5,1904.0,1850,2003.0,2000,WN,1493,N623SW,119.0,130.0,103.0,3.0,14.0,MCI,ABQ,718,4.0,12.0,0,N,0,,,,,,0
2405,3922,2008,1,4,5,2152.0,2115,2308.0,2235,WN,1568,N735SA,76.0,80.0,64.0,33.0,37.0,MCI,BNA,491,6.0,6.0,0,N,0,0.0,0.0,0.0,0.0,33.0,0
2406,3925,2008,1,4,5,1408.0,1350,1725.0,1710,WN,3320,N678AA,137.0,140.0,122.0,15.0,18.0,MCI,BWI,967,4.0,11.0,0,N,0,0.0,0.0,0.0,0.0,15.0,0
2407,3926,2008,1,4,5,1957.0,1930,2302.0,2250,WN,3829,N730SW,125.0,140.0,115.0,12.0,27.0,MCI,BWI,967,4.0,6.0,0,N,0,,,,,,0
2408,3929,2008,1,4,5,1317.0,1235,1443.0,1405,WN,33,N521SW,86.0,90.0,71.0,38.0,42.0,MCI,DAL,461,4.0,11.0,0,N,0,1.0,0.0,0.0,0.0,37.0,0
2409,3930,2008,1,4,5,1939.0,1910,2106.0,2040,WN,59,N520SW,87.0,90.0,74.0,26.0,29.0,MCI,DAL,461,3.0,10.0,0,N,0,0.0,0.0,0.0,0.0,26.0,0
2410,3934,2008,1,4,5,1920.0,1855,2001.0,1940,WN,977,N363SW,101.0,105.0,85.0,21.0,25.0,MCI,DEN,533,7.0,9.0,0,N,0,3.0,0.0,0.0,0.0,18.0,0
2411,3938,2008,1,4,5,1920.0,1850,2147.0,2110,WN,321,N644SW,87.0,80.0,68.0,37.0,30.0,MCI,IND,451,9.0,10.0,0,N,0,6.0,0.0,7.0,0.0,24.0,0
2412,3941,2008,1,4,5,1846.0,1725,1958.0,1835,WN,962,N671SW,192.0,190.0,165.0,83.0,81.0,MCI,LAS,1140,7.0,20.0,0,N,0,11.0,0.0,2.0,0.0,70.0,0
2413,3948,2008,1,4,5,1045.0,1025,1228.0,1205,WN,3778,N253WN,223.0,220.0,206.0,23.0,20.0,MCI,LAX,1363,8.0,9.0,0,N,0,20.0,0.0,3.0,0.0,0.0,0
2414,3949,2008,1,4,5,1906.0,1850,2232.0,2225,WN,730,N398SW,146.0,155.0,131.0,7.0,16.0,MCI,MCO,1072,4.0,11.0,0,N,0,,,,,,0
2415,3950,2008,1,4,5,1302.0,1245,1630.0,1625,WN,1949,N660SW,148.0,160.0,134.0,5.0,17.0,MCI,MCO,1072,5.0,9.0,0,N,0,,,,,,0
2416,3953,2008,1,4,5,2125.0,2100,2239.0,2215,WN,48,N656SW,74.0,75.0,58.0,24.0,25.0,MCI,MDW,405,7.0,9.0,0,N,0,0.0,0.0,0.0,0.0,24.0,0
2417,3955,2008,1,4,5,1826.0,1805,1940.0,1925,WN,154,N376SW,74.0,80.0,61.0,15.0,21.0,MCI,MDW,405,5.0,8.0,0,N,0,0.0,0.0,0.0,0.0,15.0,0
2418,3964,2008,1,4,5,909.0,900,1114.0,1100,WN,425,N680AA,245.0,240.0,228.0,14.0,9.0,MCI,OAK,1489,4.0,13.0,0,N,0,,,,,,0
2419,3965,2008,1,4,5,1540.0,1530,1732.0,1735,WN,3307,N677AA,232.0,245.0,217.0,-3.0,10.0,MCI,OAK,1489,6.0,9.0,0,N,0,,,,,,0
2420,3968,2008,1,4,5,2145.0,2125,2250.0,2235,WN,727,N371SW,65.0,70.0,55.0,15.0,20.0,MCI,OKC,313,2.0,8.0,0,N,0,10.0,0.0,0.0,0.0,5.0,0
2421,3969,2008,1,4,5,1708.0,1700,1810.0,1810,WN,1257,N507SW,62.0,70.0,51.0,0.0,8.0,MCI,OKC,313,3.0,8.0,0,N,0,,,,,,0
2422,3970,2008,1,4,5,1301.0,1230,1441.0,1425,WN,914,N628SW,220.0,235.0,208.0,16.0,31.0,MCI,PDX,1481,3.0,9.0,0,N,0,16.0,0.0,0.0,0.0,0.0,0
2423,3972,2008,1,4,5,1647.0,1635,1839.0,1830,WN,655,N332SW,172.0,175.0,154.0,9.0,12.0,MCI,PHX,1044,7.0,11.0,0,N,0,,,,,,0
2424,3973,2008,1,4,5,2039.0,2025,2216.0,2220,WN,1579,N486WN,157.0,175.0,142.0,-4.0,14.0,MCI,PHX,1044,5.0,10.0,0,N,0,,,,,,0
2425,3974,2008,1,4,5,1110.0,1045,1259.0,1240,WN,3943,N349SW,169.0,175.0,157.0,19.0,25.0,MCI,PHX,1044,4.0,8.0,0,N,0,12.0,0.0,0.0,0.0,7.0,0
2426,3977,2008,1,4,5,1438.0,1430,1624.0,1640,WN,1308,N290WN,226.0,250.0,212.0,-16.0,8.0,MCI,SEA,1489,5.0,9.0,0,N,0,,,,,,0
2427,3980,2008,1,4,5,1502.0,1450,1554.0,1545,WN,283,N492WN,52.0,55.0,36.0,9.0,12.0,MCI,STL,237,3.0,13.0,0,N,0,,,,,,0
2428,3983,2008,1,4,5,1845.0,1835,1944.0,1930,WN,2039,N654SW,59.0,55.0,36.0,14.0,10.0,MCI,STL,237,3.0,20.0,0,N,0,,,,,,0
2429,3986,2008,1,4,5,815.0,805,1139.0,1135,WN,629,N363SW,144.0,150.0,129.0,4.0,10.0,MCI,TPA,1048,4.0,11.0,0,N,0,,,,,,0
2430,3987,2008,1,4,5,1449.0,1440,1540.0,1535,WN,132,N515SW,51.0,55.0,39.0,5.0,9.0,MCI,TUL,223,3.0,9.0,0,N,0,,,,,,0
2431,3988,2008,1,4,5,1043.0,1030,1132.0,1125,WN,407,N374SW,49.0,55.0,38.0,7.0,13.0,MCI,TUL,223,2.0,9.0,0,N,0,,,,,,0
2432,3989,2008,1,4,5,1823.0,1810,1911.0,1905,WN,2900,N445WN,48.0,55.0,37.0,6.0,13.0,MCI,TUL,223,3.0,8.0,0,N,0,,,,,,0
2433,3990,2008,1,4,5,1300.0,1245,1503.0,1455,WN,2284,N222WN,243.0,250.0,225.0,8.0,15.0,MCO,ABQ,1552,5.0,13.0,0,N,0,,,,,,0
2434,3993,2008,1,4,5,1312.0,1300,1546.0,1540,WN,3075,N220WN,154.0,160.0,143.0,6.0,12.0,MCO,ALB,1073,2.0,9.0,0,N,0,,,,,,0
2435,3996,2008,1,4,5,1709.0,1645,1943.0,1920,WN,365,N642WN,154.0,155.0,142.0,23.0,24.0,MCO,BDL,1050,4.0,8.0,0,N,0,11.0,0.0,0.0,0.0,12.0,0
2436,4000,2008,1,4,5,1705.0,1655,1737.0,1730,WN,2036,N660SW,92.0,95.0,77.0,7.0,10.0,MCO,BHM,478,4.0,11.0,0,N,0,,,,,,0
2437,4002,2008,1,4,5,1022.0,1015,1125.0,1115,WN,1413,N740SW,123.0,120.0,94.0,10.0,7.0,MCO,BNA,616,6.0,23.0,0,N,0,,,,,,0
2438,4004,2008,1,4,5,1409.0,1400,1511.0,1500,WN,3082,N657SW,122.0,120.0,103.0,11.0,9.0,MCO,BNA,616,3.0,16.0,0,N,0,,,,,,0
2439,4008,2008,1,4,5,1500.0,1445,1727.0,1720,WN,443,N710SW,147.0,155.0,135.0,7.0,15.0,MCO,BUF,1011,2.0,10.0,0,N,0,,,,,,0
2440,4013,2008,1,4,5,749.0,720,945.0,925,WN,889,N789SW,116.0,125.0,103.0,20.0,29.0,MCO,BWI,787,3.0,10.0,0,N,0,20.0,0.0,0.0,0.0,0.0,0
2441,4020,2008,1,4,5,1119.0,1110,1338.0,1335,WN,2366,N305SW,139.0,145.0,123.0,3.0,9.0,MCO,CLE,895,7.0,9.0,0,N,0,,,,,,0
2442,4023,2008,1,4,5,1336.0,1330,1540.0,1545,WN,2020,N228WN,124.0,135.0,107.0,-5.0,6.0,MCO,CMH,802,3.0,14.0,0,N,0,,,,,,0
2443,4024,2008,1,4,5,1544.0,1525,1746.0,1740,WN,1063,N789SW,242.0,255.0,223.0,6.0,19.0,MCO,DEN,1545,8.0,11.0,0,N,0,,,,,,0
2444,4025,2008,1,4,5,709.0,700,923.0,910,WN,1237,N746SW,254.0,250.0,230.0,13.0,9.0,MCO,DEN,1545,6.0,18.0,0,N,0,,,,,,0
2445,4028,2008,1,4,5,2119.0,2055,2217.0,2155,WN,380,N239WN,58.0,60.0,43.0,22.0,24.0,MCO,FLL,178,3.0,12.0,0,N,0,5.0,0.0,0.0,0.0,17.0,0
2446,4029,2008,1,4,5,1903.0,1850,1958.0,1950,WN,455,N389SW,55.0,60.0,39.0,8.0,13.0,MCO,FLL,178,4.0,12.0,0,N,0,,,,,,0
2447,4031,2008,1,4,5,1033.0,950,1137.0,1050,WN,779,N431WN,64.0,60.0,46.0,47.0,43.0,MCO,FLL,178,2.0,16.0,0,N,0,43.0,0.0,4.0,0.0,0.0,0
2448,4034,2008,1,4,5,621.0,615,743.0,755,WN,10,N693SW,142.0,160.0,129.0,-12.0,6.0,MCO,HOU,848,3.0,10.0,0,N,0,,,,,,0
2449,4035,2008,1,4,5,1506.0,1420,1627.0,1600,WN,42,N457WN,141.0,160.0,128.0,27.0,46.0,MCO,HOU,848,3.0,10.0,0,N,0,3.0,0.0,0.0,0.0,24.0,0
2450,4036,2008,1,4,5,1055.0,1040,1225.0,1220,WN,430,N465WN,150.0,160.0,130.0,5.0,15.0,MCO,HOU,848,4.0,16.0,0,N,0,,,,,,0
2451,4037,2008,1,4,5,1747.0,1740,1912.0,1920,WN,1491,N727SW,145.0,160.0,127.0,-8.0,7.0,MCO,HOU,848,3.0,15.0,0,N,0,,,,,,0
2452,4040,2008,1,4,5,1227.0,1220,1428.0,1425,WN,1317,N289CT,121.0,125.0,105.0,3.0,7.0,MCO,IAD,758,4.0,12.0,0,N,0,,,,,,0
2453,4042,2008,1,4,5,1846.0,1840,2107.0,2105,WN,3256,N657SW,141.0,145.0,127.0,2.0,6.0,MCO,IND,828,5.0,9.0,0,N,0,,,,,,0
2454,4043,2008,1,4,5,2052.0,2030,2320.0,2255,WN,121,N273WN,148.0,145.0,131.0,25.0,22.0,MCO,ISP,972,4.0,13.0,0,N,0,0.0,0.0,3.0,2.0,20.0,0
2455,4046,2008,1,4,5,1106.0,1100,1333.0,1330,WN,2784,N676SW,147.0,150.0,132.0,3.0,6.0,MCO,ISP,972,3.0,12.0,0,N,0,,,,,,0
2456,4047,2008,1,4,5,1857.0,1840,2125.0,2105,WN,3332,N385SW,148.0,145.0,135.0,20.0,17.0,MCO,ISP,972,4.0,9.0,0,N,0,0.0,0.0,3.0,0.0,17.0,0
2457,4050,2008,1,4,5,1135.0,1015,1340.0,1230,WN,2354,N716SW,305.0,315.0,291.0,70.0,80.0,MCO,LAS,2039,6.0,8.0,0,N,0,0.0,0.0,0.0,0.0,70.0,0
2458,4052,2008,1,4,5,1645.0,1620,1837.0,1825,WN,1493,N623SW,172.0,185.0,160.0,12.0,25.0,MCO,MCI,1072,3.0,9.0,0,N,0,,,,,,0
2459,4057,2008,1,4,5,941.0,935,1123.0,1125,WN,562,N743SW,162.0,170.0,143.0,-2.0,6.0,MCO,MDW,989,4.0,15.0,0,N,0,,,,,,0
2460,4068,2008,1,4,5,746.0,735,829.0,830,WN,467,N310SW,103.0,115.0,84.0,-1.0,11.0,MCO,MSY,550,4.0,15.0,0,N,0,,,,,,0
2461,4077,2008,1,4,5,1256.0,1250,1511.0,1520,WN,1035,N389SW,135.0,150.0,122.0,-9.0,6.0,MCO,PHL,861,3.0,10.0,0,N,0,,,,,,0
2462,4078,2008,1,4,5,2112.0,2105,2332.0,2330,WN,1915,N661SW,140.0,145.0,126.0,2.0,7.0,MCO,PHL,861,4.0,10.0,0,N,0,,,,,,0
2463,4084,2008,1,4,5,2127.0,2115,14.0,2355,WN,940,N362SW,167.0,160.0,149.0,19.0,12.0,MCO,PVD,1073,5.0,13.0,0,N,0,3.0,0.0,7.0,0.0,9.0,0
2464,4089,2008,1,4,5,1155.0,1145,1432.0,1425,WN,3754,N707SA,157.0,160.0,139.0,7.0,10.0,MCO,PVD,1073,5.0,13.0,0,N,0,,,,,,0
2465,4095,2008,1,4,5,2115.0,2105,2206.0,2150,WN,907,N650SW,51.0,45.0,32.0,16.0,10.0,MCO,RSW,133,4.0,15.0,0,N,0,3.0,0.0,6.0,0.0,7.0,0
2466,4097,2008,1,4,5,1824.0,1755,1916.0,1845,WN,3398,N353SW,52.0,50.0,33.0,31.0,29.0,MCO,RSW,133,3.0,16.0,0,N,0,0.0,0.0,2.0,0.0,29.0,0
2467,4098,2008,1,4,5,1045.0,1030,1233.0,1235,WN,1112,N433LV,168.0,185.0,153.0,-2.0,15.0,MCO,SAT,1040,2.0,13.0,0,N,0,,,,,,0
